Border,Date,Measure,Value,Average
US-Canada Border,04/01/2003 12:00:00 AM,Buses,0,120
US-Mexico Border,04/01/2002 12:00:00 AM,Pedestrians,295066,352551
US-Mexico Border,04/01/2002 12:00:00 AM,Personal Vehicle Passengers,73151,285984
US-Canada Border,04/01/2002 12:00:00 AM,Personal Vehicles,71753,106182
US-Mexico Border,04/01/2002 12:00:00 AM,Bus Passengers,53378,58480
US-Mexico Border,04/01/2002 12:00:00 AM,Truck Containers Full,34431,37886
US-Mexico Border,04/01/2002 12:00:00 AM,Personal Vehicles,27404,125813
US-Mexico Border,04/01/2002 12:00:00 AM,Buses,5151,5556
US-Mexico Border,04/01/2002 12:00:00 AM,Truck Containers Empty,2376,4784
US-Canada Border,04/01/2002 12:00:00 AM,Trucks,2203,10280
US-Canada Border,04/01/2002 12:00:00 AM,Personal Vehicle Passengers,1686,70944
US-Canada Border,04/01/2002 12:00:00 AM,Bus Passengers,756,4622
US-Mexico Border,04/01/2002 12:00:00 AM,Trucks,454,5718
US-Canada Border,04/01/2002 12:00:00 AM,Truck Containers Empty,45,1165
US-Canada Border,04/01/2002 12:00:00 AM,Truck Containers Full,20,6913
US-Canada Border,04/01/2002 12:00:00 AM,Pedestrians,8,1025
US-Mexico Border,04/01/2002 12:00:00 AM,Trains,0,9
US-Canada Border,04/01/2002 12:00:00 AM,Trains,0,37
US-Mexico Border,04/01/2002 12:00:00 AM,Train Passengers,0,15
US-Canada Border,04/01/2002 12:00:00 AM,Train Passengers,0,228
US-Mexico Border,04/01/2002 12:00:00 AM,Rail Containers Full,0,298
US-Canada Border,04/01/2002 12:00:00 AM,Rail Containers Full,0,1574
US-Mexico Border,04/01/2002 12:00:00 AM,Rail Containers Empty,0,398
US-Canada Border,04/01/2002 12:00:00 AM,Rail Containers Empty,0,489
US-Canada Border,04/01/2002 12:00:00 AM,Buses,0,148
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,872668,1198337
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,171102,301012
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,36858,109392
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Empty,11665,12414
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Full,4771,12260
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,4543,99050
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,1505,4698
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicles,1490,46290
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,1367,6133
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,889,3286
US-Canada Border,04/01/2001 12:00:00 AM,Trucks,625,9663
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,612,649
US-Canada Border,04/01/2001 12:00:00 AM,Train Passengers,240,535
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,167,5756
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Empty,101,1432
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,49,440
US-Canada Border,04/01/2001 12:00:00 AM,Bus Passengers,38,5708
US-Canada Border,04/01/2001 12:00:00 AM,Buses,12,218
US-Canada Border,04/01/2001 12:00:00 AM,Pedestrians,11,570
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,0,10
US-Canada Border,04/01/2001 12:00:00 AM,Trains,0,46
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,0,343
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Full,0,1766
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,0,457
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,848813,1265369
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,385824,543824
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,383820,463073
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,20109,76715
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,6566,150946
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,4768,11905
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,1833,7036
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,1399,5303
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,571,2151
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,229,3063
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,187,9140
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,123,726
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,112,486
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,48,501
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,37,11312
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,32,67
US-Canada Border,04/01/2000 12:00:00 AM,Buses,20,300
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,0,11
US-Canada Border,04/01/2000 12:00:00 AM,Trains,0,54
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,0,451
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,0,2061
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,0,539
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,0,576
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,0,6602
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,1516876,2061760
US-Mexico Border,04/01/1999 12:00:00 AM,Personal Vehicles,111454,300820
US-Mexico Border,04/01/1999 12:00:00 AM,Pedestrians,98218,206119
US-Mexico Border,04/01/1999 12:00:00 AM,Bus Passengers,72421,82043
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicles,63746,137101
US-Canada Border,04/01/1999 12:00:00 AM,Personal Vehicle Passengers,55526,221464
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Full,55040,61628
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Empty,8198,9006
US-Canada Border,04/01/1999 12:00:00 AM,Trucks,6025,20866
US-Mexico Border,04/01/1999 12:00:00 AM,Buses,3436,4126
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Full,2712,13983
US-Mexico Border,04/01/1999 12:00:00 AM,Rail Containers Full,1362,1898
US-Mexico Border,04/01/1999 12:00:00 AM,Trains,184,201
US-Canada Border,04/01/1999 12:00:00 AM,Train Passengers,93,555
US-Mexico Border,04/01/1999 12:00:00 AM,Train Passengers,38,71
US-Canada Border,04/01/1999 12:00:00 AM,Trains,21,94
US-Mexico Border,04/01/1999 12:00:00 AM,Truck Containers Empty,20,4104
US-Canada Border,04/01/1999 12:00:00 AM,Truck Containers Empty,17,1742
US-Canada Border,04/01/1999 12:00:00 AM,Pedestrians,12,725
US-Mexico Border,04/01/1999 12:00:00 AM,Trucks,0,9364
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Full,0,2643
US-Canada Border,04/01/1999 12:00:00 AM,Rail Containers Empty,0,769
US-Canada Border,04/01/1999 12:00:00 AM,Buses,0,341
US-Canada Border,04/01/1999 12:00:00 AM,Bus Passengers,0,8794
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,829915,1560911
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicles,356376,628536
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Empty,55565,63293
US-Mexico Border,04/01/1998 12:00:00 AM,Trucks,51086,65712
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,35722,299677
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Full,24813,32722
US-Mexico Border,04/01/1998 12:00:00 AM,Pedestrians,6294,142705
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Full,1902,14383
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicles,795,109165
US-Canada Border,04/01/1998 12:00:00 AM,Bus Passengers,335,12010
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Empty,141,2086
US-Mexico Border,04/01/1998 12:00:00 AM,Buses,114,941
US-Canada Border,04/01/1998 12:00:00 AM,Buses,89,583
US-Mexico Border,04/01/1998 12:00:00 AM,Trains,81,101
US-Canada Border,04/01/1998 12:00:00 AM,Trains,60,169
US-Canada Border,04/01/1998 12:00:00 AM,Train Passengers,57,718
US-Canada Border,04/01/1998 12:00:00 AM,Trucks,48,19900
US-Canada Border,04/01/1998 12:00:00 AM,Pedestrians,4,1288
US-Mexico Border,04/01/1998 12:00:00 AM,Train Passengers,0,34
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Full,0,518
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Full,0,2356
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Empty,0,658
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Empty,0,814
US-Mexico Border,04/01/1998 12:00:00 AM,Bus Passengers,0,11939
US-Mexico Border,04/01/1997 12:00:00 AM,Personal Vehicles,222937,673292
US-Mexico Border,04/01/1997 12:00:00 AM,Pedestrians,201222,452038
US-Mexico Border,04/01/1997 12:00:00 AM,Trucks,51406,75801
US-Mexico Border,04/01/1997 12:00:00 AM,Bus Passengers,23772,39487
US-Mexico Border,04/01/1997 12:00:00 AM,Truck Containers Empty,5308,13968
US-Mexico Border,04/01/1997 12:00:00 AM,Personal Vehicle Passengers,5125,1165946
US-Canada Border,04/01/1997 12:00:00 AM,Personal Vehicle Passengers,3071,420721
US-Canada Border,04/01/1997 12:00:00 AM,Personal Vehicles,2837,202631
US-Mexico Border,04/01/1997 12:00:00 AM,Buses,432,1687
US-Mexico Border,04/01/1997 12:00:00 AM,Truck Containers Full,241,10812
US-Mexico Border,04/01/1997 12:00:00 AM,Trains,167,228
US-Canada Border,04/01/1997 12:00:00 AM,Bus Passengers,86,21089
US-Canada Border,04/01/1997 12:00:00 AM,Trucks,52,33605
US-Canada Border,04/01/1997 12:00:00 AM,Buses,4,810
US-Canada Border,04/01/1997 12:00:00 AM,Truck Containers Full,0,6519
US-Canada Border,04/01/1997 12:00:00 AM,Truck Containers Empty,0,1268
US-Canada Border,04/01/1997 12:00:00 AM,Trains,0,185
US-Mexico Border,04/01/1997 12:00:00 AM,Train Passengers,0,83
US-Canada Border,04/01/1997 12:00:00 AM,Train Passengers,0,982
US-Mexico Border,04/01/1997 12:00:00 AM,Rail Containers Full,0,714
US-Canada Border,04/01/1997 12:00:00 AM,Rail Containers Full,0,1430
US-Mexico Border,04/01/1997 12:00:00 AM,Rail Containers Empty,0,874
US-Canada Border,04/01/1997 12:00:00 AM,Rail Containers Empty,0,614
US-Canada Border,04/01/1997 12:00:00 AM,Pedestrians,0,1791
US-Mexico Border,04/01/1996 12:00:00 AM,Personal Vehicles,1281485,3464025
US-Canada Border,04/01/1996 12:00:00 AM,Personal Vehicles,81227,1116379
US-Canada Border,04/01/1996 12:00:00 AM,Personal Vehicle Passengers,54859,2653150
US-Mexico Border,04/01/1996 12:00:00 AM,Trucks,44243,139527
US-Mexico Border,04/01/1996 12:00:00 AM,Pedestrians,22321,1046304
US-Mexico Border,04/01/1996 12:00:00 AM,Rail Containers Full,7361,14330
US-Mexico Border,04/01/1996 12:00:00 AM,Truck Containers Full,7121,60572
US-Canada Border,04/01/1996 12:00:00 AM,Trucks,4473,155579
US-Canada Border,04/01/1996 12:00:00 AM,Truck Containers Full,1559,44832
US-Canada Border,04/01/1996 12:00:00 AM,Rail Containers Empty,901,4662
US-Canada Border,04/01/1996 12:00:00 AM,Truck Containers Empty,201,5670
US-Canada Border,04/01/1996 12:00:00 AM,Pedestrians,69,12122
US-Mexico Border,04/01/1996 12:00:00 AM,Rail Containers Empty,42,4356
US-Mexico Border,04/01/1996 12:00:00 AM,Truck Containers Empty,0,35807
US-Mexico Border,04/01/1996 12:00:00 AM,Trains,0,208
US-Canada Border,04/01/1996 12:00:00 AM,Trains,0,889
US-Mexico Border,04/01/1996 12:00:00 AM,Train Passengers,0,344
US-Canada Border,04/01/1996 12:00:00 AM,Train Passengers,0,5291
US-Canada Border,04/01/1996 12:00:00 AM,Rail Containers Full,0,9789
US-Mexico Border,04/01/1996 12:00:00 AM,Personal Vehicle Passengers,0,4971457
US-Mexico Border,04/01/1996 12:00:00 AM,Buses,0,3379
US-Canada Border,04/01/1996 12:00:00 AM,Buses,0,4403
US-Mexico Border,04/01/1996 12:00:00 AM,Bus Passengers,0,49433
US-Canada Border,04/01/1996 12:00:00 AM,Bus Passengers,0,102083
US-Mexico Border,03/01/2019 12:00:00 AM,Personal Vehicle Passengers,259042,302664
US-Mexico Border,03/01/2019 12:00:00 AM,Pedestrians,177617,193467
US-Canada Border,03/01/2019 12:00:00 AM,Personal Vehicle Passengers,146493,160564
US-Mexico Border,03/01/2019 12:00:00 AM,Truck Containers Full,63197,64915
US-Mexico Border,03/01/2019 12:00:00 AM,Personal Vehicles,28301,51344
US-Canada Border,03/01/2019 12:00:00 AM,Rail Containers Full,8718,9325
US-Mexico Border,03/01/2019 12:00:00 AM,Trucks,5198,7240
US-Mexico Border,03/01/2019 12:00:00 AM,Bus Passengers,3900,4552
US-Mexico Border,03/01/2019 12:00:00 AM,Rail Containers Empty,3021,3195
US-Canada Border,03/01/2019 12:00:00 AM,Personal Vehicles,2571,9751
US-Mexico Border,03/01/2019 12:00:00 AM,Train Passengers,545,550
US-Mexico Border,03/01/2019 12:00:00 AM,Truck Containers Empty,536,1097
US-Canada Border,03/01/2019 12:00:00 AM,Trucks,131,1887
US-Canada Border,03/01/2019 12:00:00 AM,Truck Containers Full,122,1441
US-Canada Border,03/01/2019 12:00:00 AM,Train Passengers,98,146
US-Canada Border,03/01/2019 12:00:00 AM,Bus Passengers,50,371
US-Canada Border,03/01/2019 12:00:00 AM,Rail Containers Empty,23,257
US-Mexico Border,03/01/2019 12:00:00 AM,Rail Containers Full,20,181
US-Mexico Border,03/01/2019 12:00:00 AM,Trains,17,21
US-Canada Border,03/01/2019 12:00:00 AM,Trains,15,22
US-Canada Border,03/01/2019 12:00:00 AM,Pedestrians,6,73
US-Canada Border,03/01/2019 12:00:00 AM,Truck Containers Empty,5,481
US-Canada Border,03/01/2019 12:00:00 AM,Buses,3,19
US-Mexico Border,03/01/2019 12:00:00 AM,Buses,1,48
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,798921,849643
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,132148,148349
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,91572,117077
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,17964,18577
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,15074,15304
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,10173,10801
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,7463,15441
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,3579,4001
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,3359,5382
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,2778,18055
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,2304,3787
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,757,1314
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,703,878
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,694,745
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,653,916
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,378,1755
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,345,350
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,246,825
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,176,2056
US-Canada Border,03/01/2018 12:00:00 AM,Trains,31,39
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,28,75
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,19,22
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,11,89
US-Canada Border,03/01/2018 12:00:00 AM,Buses,2,20
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,579989,595692
US-Mexico Border,03/01/2017 12:00:00 AM,Personal Vehicles,324965,353727
US-Mexico Border,03/01/2017 12:00:00 AM,Truck Containers Empty,53046,53891
US-Mexico Border,03/01/2017 12:00:00 AM,Rail Containers Full,20207,20461
US-Mexico Border,03/01/2017 12:00:00 AM,Pedestrians,19279,33896
US-Mexico Border,03/01/2017 12:00:00 AM,Rail Containers Empty,14547,14785
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Full,13627,14250
US-Mexico Border,03/01/2017 12:00:00 AM,Truck Containers Full,12567,14109
US-Canada Border,03/01/2017 12:00:00 AM,Bus Passengers,6138,6531
US-Mexico Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,3914,50930
US-Mexico Border,03/01/2017 12:00:00 AM,Trucks,2836,4964
US-Canada Border,03/01/2017 12:00:00 AM,Train Passengers,2248,2309
US-Mexico Border,03/01/2017 12:00:00 AM,Buses,1654,1727
US-Mexico Border,03/01/2017 12:00:00 AM,Bus Passengers,1130,1682
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Empty,806,1423
US-Mexico Border,03/01/2017 12:00:00 AM,Train Passengers,585,591
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicles,491,8152
US-Canada Border,03/01/2017 12:00:00 AM,Buses,261,281
US-Mexico Border,03/01/2017 12:00:00 AM,Trains,125,129
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Full,123,1609
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Empty,50,314
US-Canada Border,03/01/2017 12:00:00 AM,Trains,47,55
US-Canada Border,03/01/2017 12:00:00 AM,Pedestrians,18,74
US-Canada Border,03/01/2017 12:00:00 AM,Trucks,1,2058
US-Mexico Border,03/01/2016 12:00:00 AM,Personal Vehicles,365228,393568
US-Mexico Border,03/01/2016 12:00:00 AM,Pedestrians,103906,119496
US-Mexico Border,03/01/2016 12:00:00 AM,Personal Vehicle Passengers,97857,148155
US-Mexico Border,03/01/2016 12:00:00 AM,Bus Passengers,19286,20286
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Full,13206,13825
US-Mexico Border,03/01/2016 12:00:00 AM,Trucks,6291,8378
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicle Passengers,1672,16339
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Empty,1595,2028
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicles,1354,9558
US-Canada Border,03/01/2016 12:00:00 AM,Buses,620,646
US-Mexico Border,03/01/2016 12:00:00 AM,Truck Containers Empty,426,964
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Full,77,1815
US-Canada Border,03/01/2016 12:00:00 AM,Trucks,8,2138
US-Canada Border,03/01/2016 12:00:00 AM,Pedestrians,5,86
US-Mexico Border,03/01/2016 12:00:00 AM,Truck Containers Full,0,1444
US-Mexico Border,03/01/2016 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2016 12:00:00 AM,Trains,0,10
US-Mexico Border,03/01/2016 12:00:00 AM,Train Passengers,0,4
US-Canada Border,03/01/2016 12:00:00 AM,Train Passengers,0,62
US-Mexico Border,03/01/2016 12:00:00 AM,Rail Containers Full,0,174
US-Mexico Border,03/01/2016 12:00:00 AM,Rail Containers Empty,0,172
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Empty,0,225
US-Mexico Border,03/01/2016 12:00:00 AM,Buses,0,68
US-Canada Border,03/01/2016 12:00:00 AM,Bus Passengers,0,451
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicles,316366,345148
US-Mexico Border,03/01/2015 12:00:00 AM,Pedestrians,109547,125656
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Full,37639,39350
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Empty,16690,17359
US-Mexico Border,03/01/2015 12:00:00 AM,Trucks,12081,14265
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Empty,11536,11755
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,3138,19862
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,2878,53202
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicles,1300,10663
US-Canada Border,03/01/2015 12:00:00 AM,Trucks,1299,3527
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Empty,1041,1345
US-Mexico Border,03/01/2015 12:00:00 AM,Buses,265,339
US-Mexico Border,03/01/2015 12:00:00 AM,Bus Passengers,208,1181
US-Canada Border,03/01/2015 12:00:00 AM,Buses,51,77
US-Canada Border,03/01/2015 12:00:00 AM,Train Passengers,12,76
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Full,0,1832
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Empty,0,538
US-Mexico Border,03/01/2015 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2015 12:00:00 AM,Trains,0,11
US-Mexico Border,03/01/2015 12:00:00 AM,Train Passengers,0,4
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Full,0,185
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Full,0,637
US-Canada Border,03/01/2015 12:00:00 AM,Pedestrians,0,70
US-Canada Border,03/01/2015 12:00:00 AM,Bus Passengers,0,498
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,242830,293350
US-Mexico Border,03/01/2014 12:00:00 AM,Pedestrians,70301,87635
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicles,65589,76699
US-Mexico Border,03/01/2014 12:00:00 AM,Bus Passengers,33211,34397
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicles,32098,59178
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Full,4381,5939
US-Canada Border,03/01/2014 12:00:00 AM,Trucks,3114,5399
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Empty,2157,2460
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,1395,21797
US-Mexico Border,03/01/2014 12:00:00 AM,Train Passengers,480,486
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Empty,263,860
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Full,41,1739
US-Canada Border,03/01/2014 12:00:00 AM,Buses,41,71
US-Canada Border,03/01/2014 12:00:00 AM,Train Passengers,34,97
US-Mexico Border,03/01/2014 12:00:00 AM,Trucks,1,2147
US-Canada Border,03/01/2014 12:00:00 AM,Pedestrians,1,76
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Empty,0,537
US-Mexico Border,03/01/2014 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2014 12:00:00 AM,Trains,0,10
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Full,0,188
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Full,0,611
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Empty,0,172
US-Mexico Border,03/01/2014 12:00:00 AM,Buses,0,91
US-Canada Border,03/01/2014 12:00:00 AM,Bus Passengers,0,610
US-Mexico Border,03/01/2013 12:00:00 AM,Pedestrians,325008,344215
US-Mexico Border,03/01/2013 12:00:00 AM,Personal Vehicle Passengers,116650,166958
US-Canada Border,03/01/2013 12:00:00 AM,Personal Vehicle Passengers,45275,69976
US-Mexico Border,03/01/2013 12:00:00 AM,Truck Containers Full,33491,35118
US-Mexico Border,03/01/2013 12:00:00 AM,Personal Vehicles,30840,57911
US-Mexico Border,03/01/2013 12:00:00 AM,Trucks,27727,29945
US-Canada Border,03/01/2013 12:00:00 AM,Personal Vehicles,9557,22350
US-Mexico Border,03/01/2013 12:00:00 AM,Bus Passengers,1237,2605
US-Canada Border,03/01/2013 12:00:00 AM,Trucks,529,2811
US-Canada Border,03/01/2013 12:00:00 AM,Train Passengers,456,534
US-Canada Border,03/01/2013 12:00:00 AM,Bus Passengers,428,1183
US-Canada Border,03/01/2013 12:00:00 AM,Rail Containers Full,208,853
US-Canada Border,03/01/2013 12:00:00 AM,Truck Containers Full,57,1696
US-Mexico Border,03/01/2013 12:00:00 AM,Buses,53,140
US-Canada Border,03/01/2013 12:00:00 AM,Buses,3,37
US-Mexico Border,03/01/2013 12:00:00 AM,Truck Containers Empty,0,608
US-Canada Border,03/01/2013 12:00:00 AM,Truck Containers Empty,0,552
US-Mexico Border,03/01/2013 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2013 12:00:00 AM,Trains,0,12
US-Mexico Border,03/01/2013 12:00:00 AM,Train Passengers,0,2
US-Mexico Border,03/01/2013 12:00:00 AM,Rail Containers Full,0,190
US-Mexico Border,03/01/2013 12:00:00 AM,Rail Containers Empty,0,156
US-Canada Border,03/01/2013 12:00:00 AM,Rail Containers Empty,0,322
US-Canada Border,03/01/2013 12:00:00 AM,Pedestrians,0,96
US-Mexico Border,03/01/2012 12:00:00 AM,Pedestrians,181234,200979
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicles,83534,97108
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,55857,104963
US-Mexico Border,03/01/2012 12:00:00 AM,Personal Vehicles,30282,57655
US-Mexico Border,03/01/2012 12:00:00 AM,Bus Passengers,10045,11353
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Empty,6968,7556
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,6941,31655
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Full,2001,3867
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Full,1894,2539
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Empty,1477,2190
US-Canada Border,03/01/2012 12:00:00 AM,Trucks,830,3336
US-Mexico Border,03/01/2012 12:00:00 AM,Buses,692,785
US-Mexico Border,03/01/2012 12:00:00 AM,Trucks,414,2782
US-Canada Border,03/01/2012 12:00:00 AM,Pedestrians,64,204
US-Mexico Border,03/01/2012 12:00:00 AM,Truck Containers Full,0,1647
US-Mexico Border,03/01/2012 12:00:00 AM,Trains,0,4
US-Canada Border,03/01/2012 12:00:00 AM,Trains,0,12
US-Mexico Border,03/01/2012 12:00:00 AM,Train Passengers,0,2
US-Canada Border,03/01/2012 12:00:00 AM,Train Passengers,0,80
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Full,0,179
US-Mexico Border,03/01/2012 12:00:00 AM,Rail Containers Empty,0,201
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Empty,0,319
US-Canada Border,03/01/2012 12:00:00 AM,Buses,0,36
US-Canada Border,03/01/2012 12:00:00 AM,Bus Passengers,0,773
US-Mexico Border,03/01/2011 12:00:00 AM,Personal Vehicle Passengers,211292,263386
US-Mexico Border,03/01/2011 12:00:00 AM,Personal Vehicles,67586,96798
US-Mexico Border,03/01/2011 12:00:00 AM,Pedestrians,58330,78627
US-Mexico Border,03/01/2011 12:00:00 AM,Truck Containers Empty,34452,35399
US-Canada Border,03/01/2011 12:00:00 AM,Personal Vehicles,22256,35150
US-Mexico Border,03/01/2011 12:00:00 AM,Truck Containers Full,16592,18413
US-Canada Border,03/01/2011 12:00:00 AM,Rail Containers Full,13445,14111
US-Mexico Border,03/01/2011 12:00:00 AM,Trucks,4774,7275
US-Canada Border,03/01/2011 12:00:00 AM,Trucks,1086,3860
US-Canada Border,03/01/2011 12:00:00 AM,Personal Vehicle Passengers,672,24188
US-Canada Border,03/01/2011 12:00:00 AM,Bus Passengers,630,1438
